paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year,bibtex,final_domain_id
paper_71884dd00537,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811682525356228610_10.1287%2Fmoor.1100.0475.fixed.md,10.1287/moor.1100.0475,Simultaneous Ad Auctions,simultaneous ad auctions,Itai Ashlagi; Dov Monderer; Moshe Tennenholtz,ashlagi,2011.0,,9
paper_d37b9a774406,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811682576325410818_10.1287%2Fmoor.1100.0478.fixed.md,10.1287/moor.1100.0478,Average Optimality in Nonhomogeneous Infinite Horizon Markov Decision Processes,average optimality in nonhomogeneous infinite horizon markov decision processes,Allise O. Wachs; Irwin E. Schochetman; Robert L. Smith,wachs,2011.0,,9
paper_bbe1c0ca4055,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811688385008631811_10.1287%2Fmoor.2021.1146.fixed.md,10.1287/moor.2021.1146,Mixed-integer convex representability,mixed integer convex representability,Miles Lubin; Juan Pablo Vielma; Ilias Zadik,lubin,2021.0,,5
paper_aa24203315f5,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811698325844656130_10.1287%2Fmoor.1100.0470.fixed.md,10.1287/moor.1100.0470,Diameter of Polyhedra: Limits of Abstraction,diameter of polyhedra limits of abstraction,Friedrich Eisenbrand; Nicolai Hahnle; Alexander Razborov; Thomas Rothvo脽,eisenbrand,2010.0,,15
paper_d096a4571e52,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811699432042004481_10.1287%2Fmoor.1100.0472.fixed.md,10.1287/moor.1100.0472,Duality Gap Estimation of Linear Equality Constrained Binary Quadratic Programming,duality gap estimation of linear equality constrained binary quadratic programming,Xiaojin Zheng; Xiaoling Sun; Duan Li; Yong Xia,zheng,2010.0,,11
paper_0346296993eb,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811699470306639872_10.1287%2Fmoor.1100.0471.fixed.md,10.1287/moor.1100.0471,Wiener Disorder Problem with Observations at Fixed Discrete Time Epochs,wiener disorder problem with observations at fixed discrete time epochs,Savas Dayanik,dayanik,2010.0,,9
paper_53e987090f34,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811699493727633410_10.1287%2Fmoor.1100.0469.fixed.md,10.1287/moor.1100.0469,Perfect-Information Games with Lower-Semicontinuous Payoffs,perfect information games with lower semicontinuous payoffs,J谩nos Flesch; Jeroen Kuipers; Ayala Mashiah-Yaakovi; Gijs Schoenmakers; Eilon Solan; Koos Vrieze,flesch,2010.0,,29
paper_4eb84c6327c8,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811702534409289728_10.1287%2Fmoor.2021.1159.fixed.md,10.1287/moor.2021.1159,Coordination Games on Weighted Directed Graphs,coordination games on weighted directed graphs,Krzysztof R. Apt; Sunil Simon; Dominik Wojtczak,apt,2021.0,,29
paper_ba89ad5da29b,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811703779794616322_10.1287%2Fmoor.1100.0463.fixed.md,10.1287/moor.1100.0463,Submodular Maximization over Multiple Matroids via Generalized Exchange Properties,submodular maximization over multiple matroids via generalized exchange properties,Jon Lee; Maxim Sviridenko; Jan Vondrak,lee,2010.0,,9
paper_9effbeda7c0e,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811703937471086592_10.1287%2Fmoor.2021.1138.fixed.md,10.1287/moor.2021.1138,A NEW HOMOTOPY PROXIMAL VARIABLE-METRIC FRAMEWORK FOR COMPOSITE CONVEX MINIMIZATION,a new homotopy proximal variable metric framework for composite convex minimization,Quoc Tran-Dinh; Liang Ling; Kim-Chuan Toh,dinh,2021.0,,8
paper_b6334ace094d,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811704111194963968_10.1287%2Fmoor.1100.0466.fixed.md,10.1287/moor.1100.0466,A Computational Method for Stochastic Impulse Control Problems,a computational method for stochastic impulse control problems,Haolin Feng; Kumar Muthuraman,feng,2010.0,,9
paper_f14f91d0ce63,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811704269676740609_10.1287%2Fmoor.1100.0465.fixed.md,10.1287/moor.1100.0465,A Geometric Proof of Calibration,a geometric proof of calibration,Shie Mannor; Gilles Stoltz,mannor,2010.0,,3
paper_22e110b6f549,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811704544718225408_10.1287%2Fmoor.1100.0462.fixed.md,10.1287/moor.1100.0462,Large Deviations of Max-Weight Scheduling Policies on Convex Rate Regions,large deviations of max weight scheduling policies on convex rate regions,Vijay G. Subramanian,subramanian,2010.0,,9
paper_853afeed1013,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811704616373714944_10.1287%2Fmoor.1100.0464.fixed.md,10.1287/moor.1100.0464,"Modulated Branching Processes, Origins of Power Laws, and Queueing Duality",modulated branching processes origins of power laws and queueing duality,Predrag R. Jelenkovi膰; Jian Tan,jelenkovi,2010.0,,9
paper_8b3f73e0d466,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811705114304708609_10.1287%2Fmoor.1100.0468.fixed.md,10.1287/moor.1100.0468,Fully Distribution-Free Profit Maximization: The Inventory Management Case,fully distribution free profit maximization the inventory management case,Michael R. Wagner,wagner,2010.0,,9
paper_0b6799cf6e86,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811710150036422657_10.1287%2Fmoor.2021.1132.fixed.md,10.1287/moor.2021.1132,Intersection disjunctions for reverse convex sets,intersection disjunctions for reverse convex sets,Eli Towle; James Luedtke,towle,2021.0,,26
paper_4ffd61f98b9f,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811741618196447233_10.1287%2Fmoor.1100.0460.fixed.md,10.1287/moor.1100.0460,"Averaging Principles for a Diffusion-Scaled, Heavy-Traffic Polling Station with K Job Classes",averaging principles for a diffusion scaled heavy traffic polling station with k job classes,Otis B. Jennings,jennings,2010.0,,9
paper_306814d6db9e,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811741925064310786_10.1287%2Fmoor.1100.0461.fixed.md,10.1287/moor.1100.0461,Maximal lattice-free convex sets in linear subspaces,maximal lattice free convex sets in linear subspaces,Amitabh Basu; Michele Conforti; G茅rard Cornu茅jols; Giacomo Zambelli,basu,2010.0,,26
paper_971cdc7dd8ca,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811743168142770177_10.1287%2Fmoor.1100.0457.fixed.md,10.1287/moor.1100.0457,Strategyproof Approximation of the Minimax on Networks,strategyproof approximation of the minimax on networks,Noga Alon; Michal Feldman; Ariel D. Procaccia; Moshe Tennenholtz,alon,2010.0,,9
paper_e3fb4324cc0f,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811759744426442753_10.1287%2Fmoor.1100.0458.fixed.md,10.1287/moor.1100.0458,A Unified Approach to Box-Mengerian Hypergraphs,a unified approach to box mengerian hypergraphs,Xujin Chen; Zhibin Chen; Wenan Zang,chen,2010.0,,9
paper_c04ea8cd8764,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811761018031046657_10.1287%2Fmoor.1100.0454.fixed.md,10.1287/moor.1100.0454,Projecting an Extended Formulation for Mixed-Integer Covers on Bipartite Graphs,projecting an extended formulation for mixed integer covers on bipartite graphs,Michele Conforti; Laurence A. Wolsey; Giacomo Zambelli,conforti,2010.0,,5
paper_94ba17e73226,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811761603300032513_10.1287%2Fmoor.1100.0455.fixed.md,10.1287/moor.1100.0455,Stochastic approximations of set-valued dynamical systems: Convergence with positive probability to an attractor,stochastic approximations of set valued dynamical systems convergence with positive probability to an attractor,Mathieu Faure; Gregory Roth,faure,2018.0,,3
paper_81962759bcba,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811761681024679937_10.1287%2Fmoor.1100.0453.fixed.md,10.1287/moor.1100.0453,Directional Derivatives of Oblique Reflection Maps,directional derivatives of oblique reflection maps,Avi Mandelbaum; Kavita Ramanan,mandelbaum,2010.0,,9
paper_8b61c59ed3d4,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811763002473709569_10.1287%2Fmoor.1100.0459.fixed.md,10.1287/moor.1100.0459,Optimal Investment for Worst-Case Crash Scenarios: A Martingale Approach,optimal investment for worst case crash scenarios a martingale approach,Frank Thomas Seifried,seifried,2010.0,,9
paper_8b83b328ed67,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811763745960230912_10.1287%2Fmoor.1100.0456.fixed.md,10.1287/moor.1100.0456,Randomized Methods for Linear Constraints: Convergence Rates and Conditioning,randomized methods for linear constraints convergence rates and conditioning,D. Leventhal; A. S. Lewis,leventhal,2010.0,,16
paper_b12ad5c25225,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811768461108707329_10.1287%2Fmoor.2020.1108.fixed.md,10.1287/moor.2020.1108,Computation of Dynamic Equilibria in Series-Parallel Networks,computation of dynamic equilibria in series parallel networks,Marcus Kaiser,kaiser,2020.0,,29
paper_81069bea97e2,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811790775225417728_10.1287%2Fmoor.1100.0449.fixed.md,10.1287/moor.1100.0449,Proximal Alternating Minimization and Projection Methods for Nonconvex Problems: An Approach Based on the Kurdyka-Lojasiewicz Inequality,proximal alternating minimization and projection methods for nonconvex problems an approach based on the kurdyka lojasiewicz inequality,H茅dy Attouch; J茅r么me Bolte; Patrick Redont; Antoine Soubeyran,attouch,2010.0,,3
paper_94901006b3c0,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811791017119318016_10.1287%2Fmoor.1100.0451.fixed.md,10.1287/moor.1100.0451,Generalized Domino-Parity Inequalities for the Symmetric Traveling Salesman Problem,generalized domino parity inequalities for the symmetric traveling salesman problem,William J. Cook; Daniel G. Espinoza; Marcos Goycoolea,cook,2010.0,,21
paper_b7be8447c88d,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811791743157534720_10.1287%2Fmoor.1100.0443.fixed.md,10.1287/moor.1100.0443,Customer Abandonment in Many-Server Queues,customer abandonment in many server queues,J. G. Dai; Shuangchi He,dai,2010.0,,9
paper_8d6546c6ea1a,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811791872950272001_10.1287%2Fmoor.1100.0452.fixed.md,10.1287/moor.1100.0452,Smoothing Techniques for Computing Nash Equilibria of Sequential Games,smoothing techniques for computing nash equilibria of sequential games,Samid Hoda; Andrew Gilpin; Javier Pe帽a; Tuomas Sandholm,hoda,2010.0,,29
paper_270a6bbe1fe2,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811792015711797248_10.1287%2Fmoor.1100.0445.fixed.md,10.1287/moor.1100.0445,Models for Minimax Stochastic Linear Optimization Problems with Risk Aversion,models for minimax stochastic linear optimization problems with risk aversion,Dimitris Bertsimas; Xuan Vinh Doan; Karthik Natarajan; Chung-Piaw Teo,bertsimas,2010.0,,18
paper_63030177c98d,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811792096494092288_10.1287%2Fmoor.1100.0450.fixed.md,10.1287/moor.1100.0450,Spending Constraint Utilities with Applications to the Adwords Market,spending constraint utilities with applications to the adwords market,Vijay V. Vazirani,vazirani,2010.0,,9
paper_ca968dcd2896,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811792264266252290_10.1287%2Fmoor.1100.0446.fixed.md,10.1287/moor.1100.0446,Linearly Parameterized Bandits,linearly parameterized bandits,Paat Rusmevichientong; John N. Tsitsiklis,rusmevichientong,2010.0,,9
paper_193cd2d970f2,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811792294347800577_10.1287%2Fmoor.1100.0444.fixed.md,10.1287/moor.1100.0444,Optimality of Affine Policies in Multistage Robust Optimization,optimality of affine policies in multistage robust optimization,Dimitris Bertsimas; Dan A. Iancu; Pablo A. Parrilo,bertsimas,2010.0,,9
paper_8d6d19e06bfe,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811792476317679617_10.1287%2Fmoor.1100.0442.fixed.md,10.1287/moor.1100.0442,Stackelberg Routing in Arbitrary Networks,stackelberg routing in arbitrary networks,Vincenzo Bonifaci; Tobias Harks; Guido Sch盲fer,bonifaci,2010.0,,9
paper_e6dd78ad79ab,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811792589010239490_10.1287%2Fmoor.1100.0447.fixed.md,10.1287/moor.1100.0447,Occupation Times of Jump-Diffusion Processes with Double Exponential Jumps and the Pricing of Options,occupation times of jump diffusion processes with double exponential jumps and the pricing of options,Ning Cai; Nan Chen; Xiangwei Wan,cai,2010.0,,9
paper_7cda101f7f2a,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811795436426756098_10.1287%2Fmoor.1100.0441.fixed.md,10.1287/moor.1100.0441,Error Bounds for Approximations from Projected Linear Equations,error bounds for approximations from projected linear equations,Huizhen Yu; Dimitri P. Bertsekas,yu,2010.0,,9
paper_c602bb22321f,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811799701224423424_10.1287%2Fmoor.1090.0438.fixed.md,10.1287/moor.1090.0438,Bounding Probability of Small Deviation: A Fourth Moment Approach,bounding probability of small deviation a fourth moment approach,Simai He; Jiawei Zhang; Shuzhong Zhang,he,2010.0,,9
paper_d0402bfe77b4,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811800043311857667_10.1287%2Fmoor.1090.0425.fixed.md,10.1287/moor.1090.0425,The UGC Hardness Threshold of the L_p Grothendieck Problem,the ugc hardness threshold of the l p grothendieck problem,Guy Kindler; Assaf Naor; Gideon Schechtman,kindler,2010.0,,9
paper_be2fbc0ac93c,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811800056490360834_10.1287%2Fmoor.1090.0440.fixed.md,10.1287/moor.1090.0440,On the Power of Robust Solutions in Two-Stage Stochastic and Adaptive Optimization Problems,on the power of robust solutions in two stage stochastic and adaptive optimization problems,Dimitris Bertsimas; Vineet Goyal,bertsimas,2010.0,,18
paper_dd4a7b13894e,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811800375198744579_10.1287%2Fmoor.1090.0439.fixed.md,10.1287/moor.1090.0439,An Analysis of Mixed Integer Linear Sets Based on Lattice Point Free Convex Sets,an analysis of mixed integer linear sets based on lattice point free convex sets,Kent Andersen; Quentin Louveaux; Robert Weismantel,andersen,2010.0,,26
paper_a88cf0b26311,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811802327299129345_10.1287%2Fmoor.2021.1153.fixed.md,10.1287/moor.2021.1153,Scalar multivariate risk measures with a single eligible asset,scalar multivariate risk measures with a single eligible asset,Zachary Feinstein; Birgit Rudloff,feinstein,2021.0,,9
paper_d8664e48a617,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811806697310912512_10.1287%2Fmoor.1090.0437.fixed.md,10.1287/moor.1090.0437,Subgame Perfection in Positive Recursive Games with Perfect Information,subgame perfection in positive recursive games with perfect information,J. Flesch; J. Kuipers; G. Schoenmakers; K. Vrieze,flesch,2010.0,,29
paper_cad5cc073d8e,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811806878387404801_10.1287%2Fmoor.1090.0435.fixed.md,10.1287/moor.1090.0435,Sharing the Cost of a Capacity Network,sharing the cost of a capacity network,Anna Bogomolnaia; Ron Holzman; Herv茅 Moulin,bogomolnaia,2010.0,,9
paper_1000bf6bc51a,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811807167853101056_10.1287%2Fmoor.1090.0434.fixed.md,10.1287/moor.1090.0434,"Memory loss property for products of random matrices in the (max, +) algebra",memory loss property for products of random matrices in the max algebra,Glenn Merlet,merlet,2010.0,,9
paper_e6e5a88368b1,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811809761451311105_10.1287%2Fmoor.1090.0432.fixed.md,10.1287/moor.1090.0432,On the One-Dimensional Optimal Switching Problem,on the one dimensional optimal switching problem,Erhan Bayraktar; Masahiko Egami,bayraktar,2010.0,,9
paper_ebce00fd4040,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811810195578552321_10.1287%2Fmoor.1090.0436.fixed.md,10.1287/moor.1090.0436,Approximation Algorithms for Combinatorial Auctions with Complement-Free Bidders,approximation algorithms for combinatorial auctions with complement free bidders,Shahar Dobzinski; Noam Nisan; Michael Schapira,dobzinski,2010.0,,22
paper_b903edad00a8,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811811440435396609_10.1287%2Fmoor.1090.0431.fixed.md,10.1287/moor.1090.0431,Variational Conditions Under the Constant Rank Constraint Qualification,variational conditions under the constant rank constraint qualification,Shu Lu,lu,2010.0,,3
paper_0199e8f91a64,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811813312823033858_10.1287%2Fmoor.1090.0427.fixed.md,10.1287/moor.1090.0427,Accuracy Certificates for Computational Problems with Convex Structure,accuracy certificates for computational problems with convex structure,Arkadi Nemirovski; Shmuel Onn; Uriel G. Rothblum,nemirovski,2010.0,,8
paper_d0203d367ea7,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811817306974846978_10.1287%2Fmoor.1090.0422.fixed.md,10.1287/moor.1090.0422,Weak Differentiability of Product Measures,weak differentiability of product measures,Bernd Heidergott; Haralambie Leahu,heidergott,2010.0,,9
paper_6a5cab802eb8,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811817551725068289_10.1287%2Fmoor.1090.0428.fixed.md,10.1287/moor.1090.0428,A Plant Location Guide for the Unsure: Approximation Algorithms for Min-Max Location Problems,a plant location guide for the unsure approximation algorithms for min max location problems,Barbara Anthony; Vineet Goyal; Anupam Gupta; Viswanath Nagarajan,anthony,2010.0,,9
paper_6cd7dd0504dd,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811818300492218369_10.1287%2Fmoor.1090.0421.fixed.md,10.1287/moor.1090.0421,Series Jackson Networks and Noncrossing Probabilities,series jackson networks and noncrossing probabilities,A. B. Dieker; J. Warren,dieker,2010.0,,9
paper_107649e45b90,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811818450358894594_10.1287%2Fmoor.1090.0430.fixed.md,10.1287/moor.1090.0430,On Sums of Conditionally Independent Subexponential Random Variables,on sums of conditionally independent subexponential random variables,Serguei Foss; Andrew Richards,foss,2010.0,,3
paper_3fcdd049e0bf,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811818520726732801_10.1287%2Fmoor.1090.0416.fixed.md,10.1287/moor.1090.0416,Sensitivity Analysis in Linear Semi-Infinite Programming via Partitions,sensitivity analysis in linear semi infinite programming via partitions,M. A. Goberna; T. Terlaky; M. I. Todorov,goberna,2010.0,,16
paper_6bc9dcad8898,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811823783223492609_10.1287%2Fmoor.2021.1141.fixed.md,10.1287/moor.2021.1141,DYNKIN GAMES WITH INCOMPLETE AND ASYMMETRIC INFORMATION,dynkin games with incomplete and asymmetric information,TIZIANO DE ANGELIS; ERIK EKSTR脰M; KRISTOFFER GLOVER,angelis,2021.0,,29
paper_f5a7eed82fa6,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811827209814671361_10.1287%2Fmoor.1090.0409.fixed.md,10.1287/moor.1090.0409,Fluid Limits for Shortest Remaining Processing Time Queues,fluid limits for shortest remaining processing time queues,Douglas G. Down; H. Christian Gromoll; Amber L. Puha,down,2009.0,,9
paper_829c2f438284,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811827496868642817_10.1287%2Fmoor.1090.0419.fixed.md,10.1287/moor.1090.0419,A Low-Dimensional Semidefinite Relaxation for the Quadratic Assignment Problem,a low dimensional semidefinite relaxation for the quadratic assignment problem,Yichuan Ding; Henry Wolkowicz,ding,2009.0,,11
paper_2d52ee7df365,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811827510332358656_10.1287%2Fmoor.1090.0407.fixed.md,10.1287/moor.1090.0407,Gear Composition of Stable Set Polytopes and G-Perfection,gear composition of stable set polytopes and g perfection,Anna Galluccio; Claudio Gentile; Paolo Ventura,galluccio,2009.0,,15
paper_104fffd685eb,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811827998780030977_10.1287%2Fmoor.2021.1145.fixed.md,10.1287/moor.2021.1145,Infinite Horizon Stochastic Impulse Control with Delay and Random Coefficients,infinite horizon stochastic impulse control with delay and random coefficients,Boualem Djehiche; Said Hamad猫ne; Ibtissem Hdhiri; Helmi Zaatra,djehiche,2021.0,,9
paper_46635d69b84a,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811828079096758272_10.1287%2Fmoor.1090.0418.fixed.md,10.1287/moor.1090.0418,On the Maximum Quadratic Assignment Problem,on the maximum quadratic assignment problem,Viswanath Nagarajan; Maxim Sviridenko,nagarajan,2009.0,,11
paper_dcbe900a2f50,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811829363099041793_10.1287%2Fmoor.1090.0406.fixed.md,10.1287/moor.1090.0406,Locating Objects in the Plane Using Global Optimization Techniques,locating objects in the plane using global optimization techniques,Rafael Blanquero; Emilio Carrizosa; Pierre Hansen,blanquero,2009.0,,16
paper_28dd281eb5eb,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811829700140728320_10.1287%2Fmoor.1090.0414.fixed.md,10.1287/moor.1090.0414,On a Continuous-Time Game with Incomplete Information,on a continuous time game with incomplete information,Pierre Cardaliaguet; Catherine Rainer,cardaliaguet,2009.0,,29
paper_732440c1a8ff,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811829728947208193_10.1287%2Fmoor.1090.0412.fixed.md,10.1287/moor.1090.0412,Law of Large Number Limits of Limited Processor-Sharing Queues,law of large number limits of limited processor sharing queues,Jiheng Zhang; J. G. Dai; Bert Zwart,zhang,2009.0,,9
paper_1e0c5d4eadac,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811829866621042688_10.1287%2Fmoor.1090.0405.fixed.md,10.1287/moor.1090.0405,On the Core and f-Nucleolus of Flow Games,on the core and f nucleolus of flow games,Walter Kern; Daniel Paulusma,kern,2009.0,,29
paper_0fe4a91aeff1,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811829887143772161_10.1287%2Fmoor.1090.0411.fixed.md,10.1287/moor.1090.0411,Bid-Price Controls for Network Revenue Management: Martingale Characterization of Optimal Bid Prices,bid price controls for network revenue management martingale characterization of optimal bid prices,Mustafa Akan; Baris Ata,akan,2009.0,,9
paper_c17f75a7ef74,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811830277658640386_10.1287%2Fmoor.1090.0415.fixed.md,10.1287/moor.1090.0415,A Strongly Polynomial Algorithm for Controlled Queues,a strongly polynomial algorithm for controlled queues,Alexander Zadorojniy; Guy Even; Adam Shwartz,zadorojniy,2009.0,,9
paper_904dcac245fe,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811830277897715713_10.1287%2Fmoor.1090.0408.fixed.md,10.1287/moor.1090.0408,Equivalence of Convex Problem Geometry and Computational Complexity in the Separation Oracle Model,equivalence of convex problem geometry and computational complexity in the separation oracle model,Robert M. Freund; Jorge R. Vera,freund,2009.0,,16
paper_8546592b61be,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811830421036728321_10.1287%2Fmoor.1090.0413.fixed.md,10.1287/moor.1090.0413,Players' Effects Under Limited Independence,players effects under limited independence,Ronen Gradwohl; Omer Reingold; Ariel Yadin; Amir Yehudayoff,gradwohl,2009.0,,29
paper_3a990cfbe437,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811830627560062978_10.1287%2Fmoor.1090.0404.fixed.md,10.1287/moor.1090.0404,Simplified Control Problems for Multiclass Many-Server Queueing Systems,simplified control problems for multiclass many server queueing systems,Rami Atar; Avi Mandelbaum; Gennady Shaikhet,atar,2009.0,,9
paper_fbc131e50a9a,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811834451876118528_10.1287%2Fmoor.1090.0394.fixed.md,10.1287/moor.1090.0394,Random Order Congestion Games,random order congestion games,Michal Penn; Maria Polukarov; Moshe Tennenholtz,penn,2009.0,,29
paper_706fc127628e,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811834746999930882_10.1287%2Fmoor.1090.0385.fixed.md,10.1287/moor.1090.0385,Deterministic Pivoting Algorithms for Constrained Ranking and Clustering Problems,deterministic pivoting algorithms for constrained ranking and clustering problems,Anke van Zuylen; David P. Williamson,zuylen,2009.0,,9
paper_0454dfbaeb81,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811834949479956481_10.1287%2Fmoor.1090.0388.fixed.md,10.1287/moor.1090.0388,An Efficient Rescaled Perceptron Algorithm for Conic Systems,an efficient rescaled perceptron algorithm for conic systems,Alexandre Belloni; Robert M. Freund; Santosh Vempala,belloni,2009.0,,6
paper_b0123339ebba,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811837148549349376_10.1287%2Fmoor.1090.0384.fixed.md,10.1287/moor.1090.0384,Asymptotic Convergence of Optimal Policies for Resource Management with Application to Harvesting of Multiple Species Forest,asymptotic convergence of optimal policies for resource management with application to harvesting of multiple species forest,Roberto Cominetti; Adriana Piazza,cominetti,2009.0,,9
